respid,sample,int_date,fcall,attempt,refusal,lang,phase,qa1,q1c1,qc1a,qb2,qb3,qb4,qb5,qa6,qa8,qa9a,qa9b,qa9c,qa9d,qa9e,qa9f,qa9g,qa11a,qa11b,q11c_b,q11e_b,q11h_b,q11i_b,q11j_b,q11at,qb12,q25a,q25a,q25b,q25c,q25d,q25f,q25g,q25h,q25i,q25j,q25k,q25l,q25m,q25n,q25o,q25p,qb26,qc26,oftvote,q26f1,q26f1a,q26f1b,q26f2,q26f2a,q26f2b,Q26,Q26CAT,qb27,qb27a,int1,int2,int3m,qc28a,qc28b,qc28c,qc28d,qc28e,qc28f,qc28g,qc28h,qa29a,qa29b,q40,qb40a,qb40b,q41,q42,q43,qc48a,qc48b,qc48c,qc49a,qc49b,qc49c,q50q,q50r,q50s,q50t,q50u,q50v,q50w,q50y,q50z,q50aa,q50bb,q50dd,q50ee,q50ff,q50gg,150hh,q51uu,q51jj,q51kk,151ll,q51mm,q51oo,q51pp,q53,qb54,qb55,qc56,qc57,qc58a,qc58b,q100,q101,q102,q102a,q105a,q105b,q105d,q106,qb106,qb107,qb108,qb109,qa110,qb111,qb112,qb115,qb116,qb116a,qb117,q121,q121a,q121b,q122,q122a,q122b,q123,q123a,q123b,q124,q124a,q124b,q125,q125a,q125b,q126,q126a,q126b,qc127,qc128,qc135,qc135a,b139txt,qb139,b139atxt,qb139a,sex,age,educ,hisp,racem1,racem2,racem3,racem4,birht_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,inchi,reg,party,partyln,partystrflag,partystr,partysum,ideo,qd140,qb140b,qb141,qb141b,qc142,q148,q149,teaparty2,q150,pvote12a,pvote12b,employ2,employ1,employ7,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,isex,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,racecmb,racethn,intuser,q148correct,llweight,cellweight,ideoConsis,iseoConsistREC,bys,typogroups,weight
102961,2,140208,140208,2,0,2,1,2,,,,,,,1,1,2,1,2,2,1,1,1,9,9,,,,,,,,,2,1,1,1,2,1,2,2,2,1,2,2,2,,,,,2,50,,,,,,50,3,,,1,,,,,,,,,,,1,1,2,,,9,9,9,,,,,,,2,2,,,1,,1,1,2,1,1,2,1,2,,2,2,1,1,2,2,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,1,,2,,1,2,,2,1,1,,2,,2,1,1,,,,,,,,,,2,40,8,1,1,,,,3,,1,1,2,2,,9,4,10,,3,9,9,1,,9,3,,,,,,,,3,,,,,,,5,2,,,2,,,2,1,1,,,,1,3,1,,,1.3174433,-4,2,0,3,2.0242209
102963,2,140208,140208,4,1,1,1,2,,,,,,,3,2,2,1,1,2,1,1,2,3,3,,,,,,,,,1,2,1,2,2,1,2,2,2,2,2,1,1,,,,,2,,,,0,,1,100,5,,,1,,,,,,,,,,,3,1,2,,,2,2,1,,,,,,,1,1,,,1,,1,1,2,1,2,2,2,2,,1,2,1,1,1,2,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,2,,2,,1,2,,2,2,,1,,,,,,,,,2,30,3,2,1,,,,,1,6,1,,1,1,2,4,3,,3,3,9,1,,9,2,,,,,,,,3,,,,,,,2,1,,,1,,3,1,2,1,,,,1,1,1,,,1.215425,2,3,0,5,0.7609316
102966,2,140208,140208,4,0,1,1,2,,,,,,,3,2,2,2,2,1,2,1,1,3,2,,,,,,,,,2,1,1,2,2,2,2,2,9,1,2,1,2,,,,,1,45,1,,,,,45,2,,,1,,,,,,,,,,,9,9,3,,,1,2,2,,,,,,,1,1,,,2,,1,1,2,2,1,1,2,9,,1,1,1,2,2,1,,,2,,,,,,,1,2,,,2,2,2,2,,,,,,,,,,,,1,1,,1,2,,1,1,,2,,1,9,,,2,,1,,,,,,,,,1,74,3,2,1,,,,,1,3,2,,1,,1,2,4,,1,2,,1,2,2,2,,,,,,99,1,2,,,,,,,1,,,,1,3,,2,2,2,,,,1,1,1,9,,1.1649517,4,4,0,7,0.5720093
102967,2,140208,140208,4,0,1,1,2,,,,,,,1,2,2,1,1,1,1,1,1,3,2,,,,,,,,,2,2,2,1,1,1,2,2,2,1,2,1,2,,,,,2,,,,70,1,,30,2,,,1,,,,,,,,,,,3,2,1,,,1,2,2,,,,,,,1,2,,,1,,1,1,1,1,2,2,1,1,,2,1,2,2,1,1,,,9,,,,,,,1,2,,,1,1,2,2,,,,,,,,,,,,1,2,,2,,2,2,,1,1,2,,1,2,,1,1,,,,,,,,,,1,22,6,2,1,,,,,1,6,2,,5,,,3,10,,1,2,,1,2,2,4,,,,,,1,4,2,,,,,,,4,4,,,2,,,1,2,1,,,,1,1,1,2,,0.6516504,-6,2,0,1,1.2642621
102968,2,140208,140208,4,0,1,1,1,,,,,,,2,2,2,1,2,2,1,1,1,1,3,,,,,,,,,1,1,2,2,2,1,1,1,2,1,2,1,1,,,,,1,,,,40,,1,60,4,,,1,,,,,,,,,,,3,1,1,,,1,2,2,,,,,,,2,1,,,1,,1,2,1,2,2,1,1,1,,1,2,1,2,2,2,,,1,,,,,,,1,1,1,1,1,1,1,2,,,,,,,,,,,,2,,2,2,,2,1,1,,1,1,,1,2,,2,,2,,,,,,,,,1,36,5,2,1,,,,,1,6,2,,2,,2,4,7,,1,1,,1,1,1,2,,,,,,2,1,1,4,,,,,,2,2,,,1,,2,2,2,1,,,,1,1,1,1,,1.4504697,0,3,0,2,1.4677112
102970,2,140208,140208,7,0,1,1,1,,,,,,,3,2,2,2,2,2,2,1,1,2,2,,,,,,,,,2,1,1,2,2,2,2,2,2,1,2,1,2,,,,,3,,,,60,1,,40,2,,,2,2,2,,,,,,,,,1,1,3,,,1,2,2,,,,,,,2,2,,,1,,2,1,2,1,2,2,2,2,,2,1,2,1,1,2,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,1,1,,2,,1,2,,1,2,,2,2,,2,,,,,,,,,1,62,5,2,1,,,,,1,2,2,,2,,2,5,2,,3,1,,1,2,1,2,,,,,,,,3,,,,,,,2,2,,,1,,3,1,2,1,,,,1,1,0,,,0.6860146,0,3,0,5,0.6232851
102971,2,140208,140208,4,0,1,1,2,,,,,,,2,1,2,1,1,2,1,2,1,3,1,,,,,,,,,1,1,1,9,2,2,2,2,2,5,2,1,9,,,,,1,,,,999,,,999,9,,,1,,,,,,,,,,,1,9,1,,,1,2,1,,,,,,,1,1,,,1,,1,1,1,2,2,1,2,2,,1,2,2,2,1,2,,,9,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,1,,9,,,2,,1,2,,1,,,,,,,,,2,35,2,2,1,,,,,1,9,1,,11,9,,3,2,,1,2,,1,1,2,3,,,,,,99,2,2,,,,,,,3,1,,,2,,,1,1,2,,,,1,1,1,9,,1.7147058,2,3,0,4,2.2222807
102975,2,140208,140208,5,0,1,1,1,,,,,,,4,1,2,1,2,2,2,1,1,4,4,,,,,,,,,1,2,1,2,2,2,2,1,2,2,2,2,2,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,2,1,2,,,1,2,2,,,,,,,1,1,,,1,,1,2,2,1,1,1,2,2,,2,2,1,1,2,1,,,1,,,,,,,2,,,,2,1,2,2,,,,,,,,,,,,2,,1,2,,2,1,2,,2,,1,1,2,,2,,2,,,,,,,,,1,40,6,2,1,,,,,1,1,1,,2,,1,3,5,,1,3,1,1,,1,3,,,,,,99,3,3,,,,,,,3,2,,,2,,,2,2,1,,,,1,1,1,9,,0.7622172,8,5,0,6,1.0253486
102980,2,140208,140208,4,1,1,1,3,,,,,,,4,1,1,1,1,2,1,1,1,2,4,,,,,,,,,2,2,1,2,2,1,1,1,1,1,2,2,2,,,,,1,,,,25,,1,75,4,,,1,,,,,,,,,,,2,1,1,,,1,2,2,,,,,,,2,1,,,2,,2,2,1,2,1,1,2,1,,9,2,1,1,5,2,,,1,,,,,,,1,1,1,1,1,1,1,2,,,,,,,,,,,,2,,1,1,1,,1,2,,9,,,2,,2,2,,1,,,,,,,,,1,64,6,9,9,,,,,1,1,2,,2,,2,4,4,,1,1,,1,1,1,1,,,,,,4,1,1,1,,,,,,1,,,,2,,,2,9,9,,,,9,9,1,2,,0.5281033,6,4,0,7,0.4916303
102982,2,140208,140208,6,0,1,1,2,,,,,,,3,1,1,1,1,1,2,1,1,2,3,,,,,,,,,1,2,1,1,2,1,1,2,1,1,1,1,1,,,,,2,,,,50,,,50,3,,,1,,,,,,,,,,,3,1,2,,,1,2,2,,,,,,,1,1,,,2,,1,1,2,1,1,2,2,1,,1,2,1,1,2,2,,,1,,,,,,,1,1,1,2,2,2,1,2,,,,,,,,,,,,2,,2,2,,2,1,1,,2,,1,2,,1,1,2,,,,,,,,,,1,55,6,2,1,,,,,1,1,1,,1,,1,1,6,,1,1,,1,2,1,2,,,,,,4,2,1,4,,,,,,3,2,,,1,,3,1,2,1,,,,1,1,1,1,,0.5304128,2,3,0,5,0.3217505
102983,2,140208,140208,6,0,1,1,2,,,,,,,3,1,2,1,1,1,2,1,2,4,4,,,,,,,,,1,2,1,1,2,1,2,1,1,2,2,2,1,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,1,3,3,,,1,9,2,,,,,,,1,2,,,1,,1,1,1,1,2,2,2,2,,1,2,1,2,1,1,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,1,1,,1,1,,2,,1,2,,2,2,,2,,,,,,,,,1,37,4,2,1,,,,,1,1,1,,3,,2,2,6,,1,3,2,1,,2,3,,,,,,99,1,3,,,,,,,4,2,,,1,,1,2,2,1,,,,1,1,1,9,,1.1107767,0,3,0,5,1.4659554
102984,2,140208,140208,3,0,1,1,1,,,,,,,3,2,2,2,2,2,1,2,1,2,2,,,,,,,,,2,1,1,1,2,2,1,2,1,1,2,1,1,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,1,2,2,,,1,1,2,,,,,,,1,2,,,1,,1,1,2,1,2,1,2,1,,1,2,2,1,2,2,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,9,,1,1,,2,,2,2,,2,,,,,,,,,2,73,3,2,1,,,,,1,5,2,,1,,2,4,3,,1,2,,1,2,2,9,,,,,,99,1,2,,,,,,,3,3,,,1,,3,1,2,1,,,,1,1,1,9,,1.7004647,-4,2,0,5,0.8497826
102985,2,140208,140208,6,0,1,1,1,,,,,,,4,1,2,1,1,2,1,2,1,4,1,,,,,,,,,1,2,2,1,2,1,1,2,2,1,2,1,1,,,,,1,,,,50,,,50,3,,,1,,,,,,,,,,,1,2,1,,,1,1,2,,,,,,,1,2,,,2,,1,1,2,2,2,2,2,9,,1,2,2,1,1,1,,,2,,,,,,,2,,,,2,1,2,2,,,,,,,,,,,,2,,2,2,,2,1,1,,2,,1,2,,9,1,2,,,,,,,,,,2,64,6,1,1,,,,1,,4,2,,2,,2,5,4,,1,2,,1,1,2,4,,,,,,9,1,2,,,,,,,5,4,,,2,,,2,2,1,,,,1,3,1,2,,0.6449838,-2,3,0,2,0.6545315
102987,2,140208,140208,3,0,1,1,2,,,,,,,1,2,2,2,2,2,2,2,1,2,3,,,,,,,,,2,2,9,2,2,1,1,1,1,2,2,2,2,,,,,1,,,,50,,,50,3,,,2,2,2,,,,,,,,,1,1,1,,,2,1,9,,,,,,,1,2,,,2,,2,1,2,1,2,2,5,2,,9,2,1,2,2,2,,,2,,,,,,,1,2,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,1,,1,2,,2,,2,1,1,,,,,,,,,,1,76,6,2,1,,,,,1,5,2,,1,,9,5,5,,1,3,1,1,,1,3,,,,,,99,1,9,,,,,,,5,3,,,2,,,2,2,2,,,,1,1,0,9,,0.5281033,3,4,0,3,0.5491287
102988,2,140209,140208,7,0,1,1,1,,,,,,,3,1,2,1,2,1,1,2,1,4,4,,,,,,,,,2,9,2,2,9,1,2,2,2,1,2,1,1,,,,,1,,,,0,,1,100,5,,,1,,,,,,,,,,,1,3,1,,,2,2,1,,,,,,,1,1,,,1,,2,1,2,1,1,9,2,1,,1,2,1,2,2,1,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,9,,,1,2,,1,1,,1,1,,1,1,,,,,,,,,,2,50,5,1,1,,,,3,,3,2,1,2,,2,4,5,,3,1,,1,1,1,1,,,,,,,,3,,,,,,,3,3,,,2,,,1,2,1,,,,1,3,1,,,1.7646608,-4,2,0,3,2.2222807
102994,2,140208,140208,6,0,1,1,2,,,,,,,3,2,1,1,2,2,1,2,1,3,1,,,,,,,,,2,1,1,1,2,1,2,1,1,1,2,1,1,,,,,1,20,1,,,,,20,2,,,1,,,,,,,,,,,3,1,1,,,2,1,1,,,,,,,1,1,,,1,,2,1,1,1,2,2,2,2,,2,1,1,1,1,2,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,1,,2,,2,2,,1,1,2,,1,2,,2,,2,,,,,,,,,2,21,5,1,7,,,,1,,6,1,,2,,2,6,2,,1,3,2,1,,2,2,,,,,,99,4,1,4,,,,,,3,2,,,2,,,1,2,2,4,,,5,3,1,9,,1.4750681,-2,3,0,5,2.2222807
102995,2,140208,140208,4,0,1,1,1,,,,,,,3,1,2,1,1,2,2,1,1,4,2,,,,,,,,,2,1,2,2,1,1,2,2,2,1,2,1,1,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,1,2,1,,,1,2,2,,,,,,,1,2,,,1,,2,1,2,1,2,2,2,2,,2,1,9,2,1,1,,,2,,,,,,,1,1,1,1,2,1,2,2,,,,,,,,,,,,1,1,,2,,2,2,,1,1,2,,2,,9,2,,2,,,,,,,,,2,73,3,2,1,,,,,1,1,2,,12,,,5,6,,1,2,,1,1,2,3,,,,,,4,1,2,,,,,,,2,2,,,1,,3,2,2,4,,,,1,1,1,1,,1.7646608,-8,1,0,1,0.8145587
102998,2,140208,140208,2,0,1,1,2,,,,,,,3,2,2,1,1,1,1,1,1,4,2,,,,,,,,,2,1,2,1,1,1,2,2,2,2,1,1,1,,,,,1,,,,55,1,,45,2,,,1,,,,,,,,,,,3,2,1,,,1,2,2,,,,,,,1,2,,,1,,1,1,2,1,2,2,1,1,,2,1,2,2,1,1,,,2,,,,,,,1,1,2,,1,2,2,2,,,,,,,,,,,,1,2,,2,,1,2,,1,1,1,,2,,2,1,2,,,,,,,,,,2,61,6,2,1,,,,,1,1,2,,2,,2,2,8,,1,2,,1,1,2,4,,,,,,5,1,2,,,,,,,2,2,,,1,,2,1,2,1,,,,1,1,1,2,,0.6430537,-10,1,0,1,0.398533
102999,2,140208,140208,2,0,1,1,2,,,,,,,1,1,2,1,2,1,2,2,1,3,1,,,,,,,,,2,1,2,2,1,2,2,1,2,2,2,1,1,,,,,1,,,,50,,,50,3,,,1,,,,,,,,,,,3,1,2,,,1,2,2,,,,,,,2,1,,,1,,1,2,1,2,1,2,2,1,,1,1,1,2,1,1,,,2,,,,,,,1,1,2,,2,1,2,2,,,,,,,,,,,,1,2,,2,,2,2,,1,2,,1,2,,1,1,2,,,,,,,,,,1,59,4,1,7,,,,1,,5,2,,2,,2,3,7,,1,2,,1,1,2,3,,,,,,99,1,2,,,,,,,5,5,,,2,,,1,2,1,,,,5,3,1,9,,0.9206059,-2,3,0,2,1.3483939
103003,2,140209,140208,4,0,1,1,2,,,,,,,1,2,2,1,1,2,1,1,2,4,2,,,,,,,,,2,1,2,1,1,1,2,2,2,2,1,1,1,,,,,1,,,,75,1,,25,2,,,1,,,,,,,,,,,1,2,1,,,1,2,2,,,,,,,1,2,,,1,,2,1,2,1,2,2,1,2,,1,1,2,2,1,1,,,2,,,,,,,1,1,2,,2,2,2,2,,,,,,,,,,,,1,1,,2,,2,2,,1,1,2,,1,2,,2,,2,,,,,,,,,1,59,8,2,1,,,,,1,1,2,,5,,,4,8,,1,2,,1,1,2,4,,,,,,4,2,2,,,,,,,2,2,,,2,,,1,2,1,,,,1,1,1,1,,0.7424138,-10,1,0,1,0.8222337
103004,2,140208,140208,6,1,1,1,1,,,,,,,3,2,2,2,2,2,1,1,1,2,4,,,,,,,,,1,2,1,2,2,1,1,1,1,1,2,1,1,,,,,1,,,,10,,1,90,5,,,1,,,,,,,,,,,2,1,1,,,2,2,2,,,,,,,1,2,,,1,,1,1,2,1,1,1,1,2,,2,2,1,1,2,2,,,1,,,,,,,1,2,,,2,2,2,1,,,,,,,,,,,,2,,1,1,1,,1,1,,2,,1,1,2,,2,,2,,,,,,,,,1,69,8,2,1,,,,,1,1,2,,1,,1,2,9,1,1,1,,1,2,1,2,,,,,,4,1,3,,,,,,,2,2,,,1,,3,1,2,1,,,,1,1,1,1,,0.5281033,2,3,0,5,0.2961742
103007,2,140208,140208,3,0,1,1,2,,,,,,,1,1,1,1,2,1,2,2,1,2,4,,,,,,,,,1,2,2,1,1,2,1,1,1,2,2,1,1,,,,,3,75,,1,,,,75,4,,,1,,,,,,,,,,,3,3,2,,,2,1,1,,,,,,,2,1,,,2,,1,2,1,1,2,1,1,2,,1,1,1,2,1,2,,,2,,,,,,,1,2,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,1,,2,,2,2,,2,2,,2,,,,,,,,,1,20,4,2,1,,,,,1,6,2,,1,,1,3,2,,3,3,1,1,,1,2,,,,,,,,2,,,,,,,3,3,,,1,,1,1,2,1,,,,1,1,1,,,0.8966484,2,3,0,4,1.8763874
103008,2,140208,140208,1,0,1,1,2,,,,,,,3,2,2,1,1,9,1,1,1,4,2,,,,,,,,,2,1,2,1,1,1,2,2,5,5,5,1,1,,,,,1,25,1,,,,,25,2,,,1,,,,,,,,,,,1,2,1,,,1,2,2,,,,,,,1,2,,,1,,2,1,2,1,2,2,1,9,,2,1,5,2,1,1,,,3,,,,,,,1,1,1,2,2,1,2,2,,,,,,,,,,,,1,1,,2,,1,2,,1,1,2,,2,,2,2,,2,,,,,,,,,2,67,8,2,1,,,,,1,1,2,,9,,,6,6,,1,3,2,1,,2,5,,,,,,99,4,2,,,,,,,2,2,,,1,,3,2,2,1,,,,1,1,1,9,,0.883602,-10,1,0,1,0.2961742
103010,2,140208,140208,1,0,1,1,2,,,,,,,3,2,2,1,1,1,1,2,1,3,1,,,,,,,,,2,2,2,1,2,1,1,2,1,2,2,1,1,,,,,1,40,1,,,,,40,2,,,1,,,,,,,,,,,3,1,2,,,1,1,2,,,,,,,2,2,,,2,,1,2,1,2,2,2,2,2,,2,2,1,2,1,2,,,1,,,,,,,2,,,,1,1,1,2,,,,,,,,,,,,2,,2,2,,1,2,,2,2,,2,1,2,,1,2,,,,,,,,,,2,62,4,2,2,,,,,1,4,2,,1,1,1,1,1,,1,2,,1,2,2,2,,,,,,8,2,3,,,,,,,1,,,,2,,,1,2,1,,,,2,2,1,2,,0.6809836,-4,2,0,4,0.911549
103017,2,140208,140208,1,0,1,1,3,,,,,,,1,1,2,1,1,1,1,1,1,4,4,,,,,,,,,2,1,2,1,2,1,1,2,1,1,1,2,2,,,,,3,,,,100,1,,0,1,,,2,2,1,,,,,,,,,1,1,2,,,1,1,1,,,,,,,1,2,,,1,,1,2,1,2,1,1,1,1,,1,1,2,1,1,1,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,2,,2,,1,2,,1,2,,2,1,1,,1,1,,,,,,,,,,2,56,3,2,2,,,,,1,6,2,,13,1,1,1,1,,1,2,,1,1,2,1,,,,,,8,1,1,4,,,,,,1,,,,2,,,2,2,1,,,,2,2,1,2,,1.6732086,-6,2,0,2,2.0747467
103020,2,140208,140208,1,0,1,1,3,,,,,,,2,1,2,1,2,2,1,1,1,2,4,,,,,,,,,1,1,1,2,2,1,1,1,1,1,2,2,2,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,2,1,1,,,1,2,2,,,,,,,2,1,,,2,,1,1,2,2,1,1,1,2,,1,2,1,1,2,1,,,1,,,,,,,1,2,,,2,1,2,2,,,,,,,,,,,,2,,1,1,1,,1,1,,2,,1,1,1,,2,,2,,,,,,,,,1,57,8,2,1,,,,,1,1,2,,1,,1,2,8,,1,3,1,1,,1,2,,,,,,99,1,1,4,,,,,,2,2,,,2,,,1,2,1,,,,1,1,1,9,,0.6183722,6,4,0,7,0.7234312
103021,2,140209,140208,3,0,1,1,2,,,,,,,4,1,2,1,2,1,2,1,1,1,4,,,,,,,,,2,2,2,1,2,2,5,5,5,1,2,1,1,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,1,1,2,,,2,1,1,,,,,,,2,2,,,2,,1,1,5,2,5,1,5,2,,1,5,5,2,5,2,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,2,,1,1,,1,1,,2,,1,2,,1,2,,2,,,,,,,,,2,61,4,2,1,,,,,1,3,1,,1,,1,2,6,,1,1,,1,1,1,2,,,,,,99,1,3,,,,,,,5,3,,,1,,2,2,2,1,,,,1,1,1,9,,0.9564632,-1,3,0,4,0.6853622
103023,2,140208,140208,1,0,1,1,3,,,,,,,9,1,2,2,2,2,2,1,2,4,4,,,,,,,,,1,2,2,2,2,2,5,5,1,2,1,1,1,,,,,5,100,,1,,,,100,5,,,1,,,,,,,,,,,3,3,4,,,9,1,2,,,,,,,1,1,,,2,,2,2,5,1,2,2,2,2,,9,1,2,9,9,9,,,3,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,1,1,,1,9,,9,,,2,,1,2,,2,,,,,,,,,2,29,3,2,1,,,,,2,6,1,1,12,,,6,1,,3,3,9,1,,9,9,,,,,,,,3,,,,,,,4,2,,,2,,,2,2,1,,,,1,1,1,,,1.1864556,5,4,1,8,2.0041629
103024,2,140208,140208,1,0,1,1,2,,,,,,,3,2,2,1,1,2,2,1,1,2,2,,,,,,,,,2,1,2,2,2,1,2,2,2,1,2,1,2,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,1,1,2,,,1,2,1,,,,,,,2,2,,,2,,1,1,1,2,1,2,1,1,,1,2,1,2,1,1,,,3,,,,,,,1,2,,,2,1,1,2,,,,,,,,,,,,2,,2,2,,2,1,1,,2,,2,2,,2,1,2,,,,,,,,,,2,54,3,2,5,,,,,1,1,2,,1,,1,1,7,,1,1,,1,2,1,2,,,,,,99,1,3,,,,,,,2,2,,,1,,1,2,2,1,,,,5,4,1,9,,1.4057528,-2,3,0,2,1.282675
103025,2,140208,140208,1,0,1,1,2,,,,,,,3,2,2,1,1,1,2,1,1,2,2,,,,,,,,,1,2,1,2,1,1,1,2,2,1,2,1,1,,,,,2,,,,50,,,50,3,,,1,,,,,,,,,,,3,3,3,,,2,2,1,,,,,,,1,2,,,2,,1,1,2,2,2,2,2,1,,2,1,1,1,1,1,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,1,2,,1,2,,2,1,1,,2,,1,2,,2,,,,,,,,,2,23,3,2,3,,,,,2,6,2,2,1,,1,2,1,,3,2,,1,2,2,3,,,,,,,,3,,,,,,,3,2,,,2,,,2,2,2,,,,3,4,1,,,1.2897467,0,3,0,2,2.2222807
103026,2,140208,140208,1,0,1,1,2,,,,,,,2,1,1,1,1,2,2,1,2,4,2,,,,,,,,,2,1,1,1,1,1,2,2,1,2,1,1,1,,,,,1,20,1,,,,,20,2,,,1,,,,,,,,,,,3,2,3,,,1,2,2,,,,,,,1,2,,,1,,1,2,1,2,2,2,1,2,,2,1,1,2,2,1,,,3,,,,,,,1,2,,,2,1,2,2,,,,,,,,,,,,1,2,,2,,2,1,1,,1,2,,2,,2,2,,2,,,,,,,,,2,61,7,2,1,,,,,1,3,2,,2,,2,4,3,,1,2,,1,1,2,3,,,,,,99,4,2,,,,,,,2,2,,,1,,1,2,2,1,,,,1,1,1,9,,0.758631,-8,1,0,1,0.5380874
103029,2,140208,140208,2,0,1,1,1,,,,,,,1,1,2,1,2,2,2,1,1,8,1,,,,,,,,,2,2,1,1,2,1,2,2,1,1,2,1,1,,,,,5,0,1,,,,,0,1,,,1,,,,,,,,,,,2,1,4,,,2,1,1,,,,,,,1,1,,,1,,2,2,2,1,2,2,2,1,,2,1,5,1,1,1,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,2,,2,,2,2,,1,1,1,,2,,1,2,,2,,,,,,,,,1,18,3,1,7,,,,1,,6,2,,2,,2,4,10,,1,2,,1,2,2,2,,,,,,99,4,3,,,,,,,4,3,,,1,,3,2,2,2,,,,5,3,1,9,,0.9584084,-2,3,0,5,1.3743865
103032,2,140208,140208,2,0,1,1,3,,,,,,,4,1,2,1,2,2,2,1,1,2,3,,,,,,,,,1,2,1,2,2,2,2,1,2,1,2,2,2,,,,,1,,,,50,,,50,3,,,1,,,,,,,,,,,2,1,1,,,1,2,2,,,,,,,2,1,,,1,,2,2,2,1,1,2,1,2,,1,2,2,2,2,1,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,1,,1,1,,2,,2,1,2,,,,,,,,,,2,46,5,2,1,,,,,1,2,2,,12,,,5,6,,1,3,1,1,,1,3,,,,,,8,2,2,,,,,,,2,2,,,2,,,1,2,1,,,,1,1,1,1,,1.4771063,8,5,0,6,1.733456
103033,2,140208,140208,2,0,1,1,2,,,,,,,4,2,2,1,1,2,1,1,1,3,2,,,,,,,,,2,1,2,1,1,1,1,2,2,2,2,1,1,,,,,2,30,1,,,,,30,2,,,1,,,,,,,,,,,3,2,1,,,1,2,2,,,,,,,1,2,,,1,,2,1,2,1,2,1,1,2,,2,1,2,2,1,1,,,2,,,,,,,1,1,1,1,2,1,1,2,,,,,,,,,,,,1,1,,2,,2,2,,1,1,1,,2,,2,2,,2,,,,,,,,,1,43,5,2,1,,,,,1,6,2,,12,,,4,7,,1,2,,1,1,2,4,,,,,,9,2,2,,,,,,,1,,,,2,,,2,1,2,,,,1,1,1,2,,1.2827885,-10,1,0,1,2.0130035
103034,2,140208,140208,7,0,1,1,1,,,,,,,3,2,2,1,2,2,1,2,1,4,1,,,,,,,,,1,2,2,1,1,2,2,2,1,2,5,1,1,,,,,3,,,,50,,,50,3,,,1,,,,,,,,,,,2,1,3,,,1,2,1,,,,,,,2,1,,,1,,1,2,1,2,2,1,2,2,,2,1,1,1,2,2,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,2,,2,,1,2,,1,1,2,,2,,1,2,,2,,,,,,,,,2,38,3,2,2,,,,,1,6,1,,1,,2,4,1,,1,2,,1,1,2,2,,,,,,99,4,3,,,,,,,3,2,,,2,,,2,2,2,,,,2,2,1,9,,1.4512306,-2,3,0,4,2.2222807
103035,2,140208,140208,7,0,2,1,1,,,,,,,3,2,2,1,2,1,2,2,1,2,2,,,,,,,,,1,2,2,2,2,1,2,2,2,1,2,1,1,,,,,4,50,,,,,,50,3,,,1,,,,,,,,,,,1,3,2,,,1,1,2,,,,,,,1,5,,,2,,1,2,1,2,2,2,2,5,,2,1,1,1,2,1,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,2,,2,,2,2,,2,2,,1,2,,1,1,2,,,,,,,,,,2,52,5,1,1,,,,2,,1,2,,1,,1,1,1,,3,2,,1,1,2,3,,,,,,,,2,,,,,,,4,4,,,2,,,2,1,1,,,,1,3,1,,,1.0334971,1,3,1,8,1.4272974
